DDI-MedLine.d139.s0|DDI-MedLine.d139.s0.e0|DDI-MedLine.d139.s0.e1|0|null
DDI-DrugBank.d395.s17|DDI-DrugBank.d395.s17.e0|DDI-DrugBank.d395.s17.e3|1|int
DDI-DrugBank.d395.s17|DDI-DrugBank.d395.s17.e1|DDI-DrugBank.d395.s17.e2|1|int
DDI-DrugBank.d395.s17|DDI-DrugBank.d395.s17.e1|DDI-DrugBank.d395.s17.e3|1|effect
DDI-DrugBank.d395.s17|DDI-DrugBank.d395.s17.e2|DDI-DrugBank.d395.s17.e3|1|int
DDI-DrugBank.d395.s18|DDI-DrugBank.d395.s18.e0|DDI-DrugBank.d395.s18.e1|1|int
DDI-DrugBank.d395.s20|DDI-DrugBank.d395.s20.e0|DDI-DrugBank.d395.s20.e1|0|null
DDI-DrugBank.d395.s20|DDI-DrugBank.d395.s20.e0|DDI-DrugBank.d395.s20.e2|1|int
DDI-DrugBank.d395.s20|DDI-DrugBank.d395.s20.e1|DDI-DrugBank.d395.s20.e2|1|int
DDI-DrugBank.d395.s21|DDI-DrugBank.d395.s21.e0|DDI-DrugBank.d395.s21.e1|0|null
DDI-DrugBank.d395.s21|DDI-DrugBank.d395.s21.e0|DDI-DrugBank.d395.s21.e2|1|int
DDI-DrugBank.d395.s21|DDI-DrugBank.d395.s21.e1|DDI-DrugBank.d395.s21.e2|0|null
DDI-DrugBank.d395.s22|DDI-DrugBank.d395.s22.e0|DDI-DrugBank.d395.s22.e1|1|advise
DDI-DrugBank.d395.s22|DDI-DrugBank.d395.s22.e0|DDI-DrugBank.d395.s22.e2|1|int
DDI-DrugBank.d395.s22|DDI-DrugBank.d395.s22.e1|DDI-DrugBank.d395.s22.e2|1|advise
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e0|DDI-DrugBank.d395.s23.e1|0|null
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e0|DDI-DrugBank.d395.s23.e2|0|null
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e0|DDI-DrugBank.d395.s23.e3|1|int
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e0|DDI-DrugBank.d395.s23.e4|1|int
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e1|DDI-DrugBank.d395.s23.e2|0|null
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e1|DDI-DrugBank.d395.s23.e3|1|int
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e1|DDI-DrugBank.d395.s23.e4|1|int
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e2|DDI-DrugBank.d395.s23.e3|1|int
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e2|DDI-DrugBank.d395.s23.e4|1|effect
DDI-DrugBank.d395.s23|DDI-DrugBank.d395.s23.e3|DDI-DrugBank.d395.s23.e4|1|int
DDI-DrugBank.d395.s24|DDI-DrugBank.d395.s24.e0|DDI-DrugBank.d395.s24.e1|0|null
DDI-DrugBank.d395.s24|DDI-DrugBank.d395.s24.e0|DDI-DrugBank.d395.s24.e2|0|null
DDI-DrugBank.d395.s24|DDI-DrugBank.d395.s24.e1|DDI-DrugBank.d395.s24.e2|1|int
DDI-DrugBank.d395.s25|DDI-DrugBank.d395.s25.e0|DDI-DrugBank.d395.s25.e1|1|advise
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e0|DDI-DrugBank.d296.s0.e1|1|effect
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e0|DDI-DrugBank.d296.s0.e2|1|effect
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e0|DDI-DrugBank.d296.s0.e3|1|effect
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e0|DDI-DrugBank.d296.s0.e4|1|effect
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e0|DDI-DrugBank.d296.s0.e5|1|effect
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e1|DDI-DrugBank.d296.s0.e2|0|null
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e1|DDI-DrugBank.d296.s0.e3|0|null
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e1|DDI-DrugBank.d296.s0.e4|0|null
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e1|DDI-DrugBank.d296.s0.e5|0|null
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e2|DDI-DrugBank.d296.s0.e3|0|null
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e2|DDI-DrugBank.d296.s0.e4|0|null
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e2|DDI-DrugBank.d296.s0.e5|0|null
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e3|DDI-DrugBank.d296.s0.e4|0|null
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e3|DDI-DrugBank.d296.s0.e5|0|null
DDI-DrugBank.d296.s0|DDI-DrugBank.d296.s0.e4|DDI-DrugBank.d296.s0.e5|0|null
DDI-DrugBank.d296.s1|DDI-DrugBank.d296.s1.e0|DDI-DrugBank.d296.s1.e1|1|effect
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e0|DDI-DrugBank.d510.s0.e1|0|null
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e0|DDI-DrugBank.d510.s0.e2|0|null
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e0|DDI-DrugBank.d510.s0.e3|0|null
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e0|DDI-DrugBank.d510.s0.e4|0|null
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e1|DDI-DrugBank.d510.s0.e2|1|mechanism
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e1|DDI-DrugBank.d510.s0.e3|1|mechanism
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e1|DDI-DrugBank.d510.s0.e4|0|null
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e2|DDI-DrugBank.d510.s0.e3|0|null
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e2|DDI-DrugBank.d510.s0.e4|0|null
DDI-DrugBank.d510.s0|DDI-DrugBank.d510.s0.e3|DDI-DrugBank.d510.s0.e4|0|null
DDI-DrugBank.d510.s1|DDI-DrugBank.d510.s1.e0|DDI-DrugBank.d510.s1.e1|1|effect
DDI-DrugBank.d376.s0|DDI-DrugBank.d376.s0.e0|DDI-DrugBank.d376.s0.e1|0|null
DDI-DrugBank.d376.s0|DDI-DrugBank.d376.s0.e0|DDI-DrugBank.d376.s0.e2|0|null
DDI-DrugBank.d376.s0|DDI-DrugBank.d376.s0.e1|DDI-DrugBank.d376.s0.e2|0|null
DDI-MedLine.d140.s0|DDI-MedLine.d140.s0.e0|DDI-MedLine.d140.s0.e1|0|null
DDI-MedLine.d140.s1|DDI-MedLine.d140.s1.e0|DDI-MedLine.d140.s1.e1|1|int
DDI-MedLine.d140.s1|DDI-MedLine.d140.s1.e0|DDI-MedLine.d140.s1.e2|1|int
DDI-MedLine.d140.s1|DDI-MedLine.d140.s1.e1|DDI-MedLine.d140.s1.e2|1|int
DDI-MedLine.d140.s2|DDI-MedLine.d140.s2.e0|DDI-MedLine.d140.s2.e1|0|null
DDI-MedLine.d140.s2|DDI-MedLine.d140.s2.e0|DDI-MedLine.d140.s2.e2|0|null
DDI-MedLine.d140.s2|DDI-MedLine.d140.s2.e1|DDI-MedLine.d140.s2.e2|0|null
DDI-MedLine.d140.s3|DDI-MedLine.d140.s3.e0|DDI-MedLine.d140.s3.e1|0|null
DDI-MedLine.d140.s6|DDI-MedLine.d140.s6.e0|DDI-MedLine.d140.s6.e1|1|int
DDI-MedLine.d140.s13|DDI-MedLine.d140.s13.e0|DDI-MedLine.d140.s13.e1|0|null
DDI-MedLine.d140.s15|DDI-MedLine.d140.s15.e0|DDI-MedLine.d140.s15.e1|1|int
DDI-DrugBank.d60.s0|DDI-DrugBank.d60.s0.e0|DDI-DrugBank.d60.s0.e1|0|null
DDI-DrugBank.d60.s1|DDI-DrugBank.d60.s1.e0|DDI-DrugBank.d60.s1.e1|1|int
DDI-DrugBank.d60.s2|DDI-DrugBank.d60.s2.e0|DDI-DrugBank.d60.s2.e1|1|int
DDI-DrugBank.d60.s3|DDI-DrugBank.d60.s3.e0|DDI-DrugBank.d60.s3.e1|1|advise
DDI-DrugBank.d60.s3|DDI-DrugBank.d60.s3.e0|DDI-DrugBank.d60.s3.e2|0|null
DDI-DrugBank.d60.s3|DDI-DrugBank.d60.s3.e0|DDI-DrugBank.d60.s3.e3|0|null
DDI-DrugBank.d60.s3|DDI-DrugBank.d60.s3.e1|DDI-DrugBank.d60.s3.e2|1|advise
DDI-DrugBank.d60.s3|DDI-DrugBank.d60.s3.e1|DDI-DrugBank.d60.s3.e3|0|null
DDI-DrugBank.d60.s3|DDI-DrugBank.d60.s3.e2|DDI-DrugBank.d60.s3.e3|0|null
DDI-DrugBank.d60.s4|DDI-DrugBank.d60.s4.e0|DDI-DrugBank.d60.s4.e1|1|int
DDI-DrugBank.d60.s4|DDI-DrugBank.d60.s4.e0|DDI-DrugBank.d60.s4.e2|0|null
DDI-DrugBank.d60.s4|DDI-DrugBank.d60.s4.e1|DDI-DrugBank.d60.s4.e2|0|null
DDI-DrugBank.d60.s5|DDI-DrugBank.d60.s5.e0|DDI-DrugBank.d60.s5.e1|0|null
DDI-DrugBank.d60.s5|DDI-DrugBank.d60.s5.e0|DDI-DrugBank.d60.s5.e2|0|null
DDI-DrugBank.d60.s5|DDI-DrugBank.d60.s5.e0|DDI-DrugBank.d60.s5.e3|0|null
DDI-DrugBank.d60.s5|DDI-DrugBank.d60.s5.e1|DDI-DrugBank.d60.s5.e2|0|null
DDI-DrugBank.d60.s5|DDI-DrugBank.d60.s5.e1|DDI-DrugBank.d60.s5.e3|0|null
DDI-DrugBank.d60.s5|DDI-DrugBank.d60.s5.e2|DDI-DrugBank.d60.s5.e3|1|effect
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e0|DDI-DrugBank.d60.s6.e1|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e0|DDI-DrugBank.d60.s6.e2|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e0|DDI-DrugBank.d60.s6.e3|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e0|DDI-DrugBank.d60.s6.e4|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e0|DDI-DrugBank.d60.s6.e5|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e1|DDI-DrugBank.d60.s6.e2|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e1|DDI-DrugBank.d60.s6.e3|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e1|DDI-DrugBank.d60.s6.e4|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e1|DDI-DrugBank.d60.s6.e5|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e2|DDI-DrugBank.d60.s6.e3|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e2|DDI-DrugBank.d60.s6.e4|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e2|DDI-DrugBank.d60.s6.e5|1|effect
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e3|DDI-DrugBank.d60.s6.e4|0|null
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e3|DDI-DrugBank.d60.s6.e5|1|effect
DDI-DrugBank.d60.s6|DDI-DrugBank.d60.s6.e4|DDI-DrugBank.d60.s6.e5|0|null
DDI-DrugBank.d60.s8|DDI-DrugBank.d60.s8.e0|DDI-DrugBank.d60.s8.e1|0|null
DDI-DrugBank.d60.s8|DDI-DrugBank.d60.s8.e0|DDI-DrugBank.d60.s8.e2|0|null
DDI-DrugBank.d60.s8|DDI-DrugBank.d60.s8.e0|DDI-DrugBank.d60.s8.e3|0|null
DDI-DrugBank.d60.s8|DDI-DrugBank.d60.s8.e1|DDI-DrugBank.d60.s8.e2|0|null
DDI-DrugBank.d60.s8|DDI-DrugBank.d60.s8.e1|DDI-DrugBank.d60.s8.e3|0|null
DDI-DrugBank.d60.s8|DDI-DrugBank.d60.s8.e2|DDI-DrugBank.d60.s8.e3|0|null
DDI-DrugBank.d60.s9|DDI-DrugBank.d60.s9.e0|DDI-DrugBank.d60.s9.e1|1|effect
DDI-DrugBank.d60.s9|DDI-DrugBank.d60.s9.e0|DDI-DrugBank.d60.s9.e2|1|advise
DDI-DrugBank.d60.s9|DDI-DrugBank.d60.s9.e1|DDI-DrugBank.d60.s9.e2|0|null
DDI-DrugBank.d60.s11|DDI-DrugBank.d60.s11.e0|DDI-DrugBank.d60.s11.e1|1|int
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e1|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e2|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e3|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e4|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e5|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e6|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e7|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e8|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e9|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e10|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e0|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e2|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e3|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e4|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e5|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e6|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e7|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e8|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e9|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e10|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e11|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e12|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e13|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e14|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e1|DDI-DrugBank.d60.s12.e15|1|effect
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e3|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e4|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e5|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e6|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e7|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e8|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e9|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e10|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e2|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e4|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e5|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e6|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e7|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e8|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e9|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e10|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e3|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e5|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e6|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e7|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e8|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e9|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e10|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e4|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e6|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e7|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e8|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e9|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e10|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e5|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e6|DDI-DrugBank.d60.s12.e7|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e6|DDI-DrugBank.d60.s12.e8|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e6|DDI-DrugBank.d60.s12.e9|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e6|DDI-DrugBank.d60.s12.e10|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e6|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e6|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e6|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e6|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e6|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e7|DDI-DrugBank.d60.s12.e8|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e7|DDI-DrugBank.d60.s12.e9|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e7|DDI-DrugBank.d60.s12.e10|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e7|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e7|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e7|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e7|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e7|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e8|DDI-DrugBank.d60.s12.e9|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e8|DDI-DrugBank.d60.s12.e10|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e8|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e8|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e8|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e8|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e8|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e9|DDI-DrugBank.d60.s12.e10|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e9|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e9|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e9|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e9|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e9|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e10|DDI-DrugBank.d60.s12.e11|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e10|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e10|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e10|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e10|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e11|DDI-DrugBank.d60.s12.e12|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e11|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e11|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e11|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e12|DDI-DrugBank.d60.s12.e13|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e12|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e12|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e13|DDI-DrugBank.d60.s12.e14|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e13|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s12|DDI-DrugBank.d60.s12.e14|DDI-DrugBank.d60.s12.e15|0|null
DDI-DrugBank.d60.s13|DDI-DrugBank.d60.s13.e0|DDI-DrugBank.d60.s13.e1|1|int
DDI-DrugBank.d60.s13|DDI-DrugBank.d60.s13.e0|DDI-DrugBank.d60.s13.e2|1|int
DDI-DrugBank.d60.s13|DDI-DrugBank.d60.s13.e1|DDI-DrugBank.d60.s13.e2|1|effect
DDI-DrugBank.d60.s14|DDI-DrugBank.d60.s14.e0|DDI-DrugBank.d60.s14.e1|1|effect
DDI-DrugBank.d60.s14|DDI-DrugBank.d60.s14.e0|DDI-DrugBank.d60.s14.e2|1|advise
DDI-DrugBank.d60.s14|DDI-DrugBank.d60.s14.e1|DDI-DrugBank.d60.s14.e2|1|advise
DDI-DrugBank.d308.s0|DDI-DrugBank.d308.s0.e0|DDI-DrugBank.d308.s0.e1|1|effect
DDI-DrugBank.d308.s0|DDI-DrugBank.d308.s0.e0|DDI-DrugBank.d308.s0.e2|0|null
